,Attribute,Indicator,ProgIndicator,Score,Department Code,Course Number,Course Name,Instructor's Last Name,Instructor's First Name,Term,Year,Cohort,Type
684014860,Investigation,Recognize and address uncertainty,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Investigation,Recognize and address uncertainty,,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Investigation,Recognize and address uncertainty,,0.38,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Investigation,Recognize and address uncertainty,,0.41,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Investigation,Recognize and address uncertainty,,0.49,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Investigation,Recognize and address uncertainty,,0.28,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Investigation,Recognize and address uncertainty,,0.48,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Investigation,Recognize and address uncertainty,,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Investigation,Recognize and address uncertainty,,0.35,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Investigation,Recognize and address uncertainty,,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Investigation,Recognize and address uncertainty,,0.66,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Investigation,Recognize and address uncertainty,,0.25,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Investigation,Recognize and address uncertainty,,0.29,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Investigation,Recognize and address uncertainty,,0.59,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Investigation,Recognize and address uncertainty,,0.59,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Investigation,Recognize and address uncertainty,,0.38,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Investigation,Recognize and address uncertainty,,0.5,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Investigation,Recognize and address uncertainty,,0.28,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Investigation,Recognize and address uncertainty,,0.43,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Investigation,Recognize and address uncertainty,,0.57,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Investigation,Recognize and address uncertainty,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Investigation,Recognize and address uncertainty,,0.27,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Investigation,Recognize and address uncertainty,,0.45,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Investigation,Recognize and address uncertainty,,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Investigation,Recognize and address uncertainty,,0.69,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Investigation,Recognize and address uncertainty,,0.57,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Investigation,Recognize and address uncertainty,,0.43,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Investigation,Recognize and address uncertainty,,0.41,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Investigation,Recognize and address uncertainty,,0.59,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Investigation,Recognize and address uncertainty,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Investigation,Recognize and address uncertainty,,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Investigation,Recognize and address uncertainty,,0.5,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Investigation,Recognize and address uncertainty,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Investigation,Recognize and address uncertainty,,0.58,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.47,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.61,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.44,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.03,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.37,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.35,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.37,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.53,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.13,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.41,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.61,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.12,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.45,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.16,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.23,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.19,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.13,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.19,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.76,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.29,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.17,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.44,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.19,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.33,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.67,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.24,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.41,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.37,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.61,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.61,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Investigation,Diagnose search quality problems and suggest areas of engine improvement for future experiments,,0.48,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Design,Apply analytical techniques to design and improve methods and processes,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Design,Apply analytical techniques to design and improve methods and processes,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Design,Apply analytical techniques to design and improve methods and processes,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Design,Apply analytical techniques to design and improve methods and processes,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Design,Apply analytical techniques to design and improve methods and processes,,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Design,Apply analytical techniques to design and improve methods and processes,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Design,Apply analytical techniques to design and improve methods and processes,,0.22,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Design,Apply analytical techniques to design and improve methods and processes,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Design,Apply analytical techniques to design and improve methods and processes,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Design,Apply analytical techniques to design and improve methods and processes,,0,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Design,Apply analytical techniques to design and improve methods and processes,,0.12,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Design,Apply analytical techniques to design and improve methods and processes,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Design,Apply analytical techniques to design and improve methods and processes,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Design,Apply analytical techniques to design and improve methods and processes,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Design,Apply analytical techniques to design and improve methods and processes,,0.68,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Design,Apply analytical techniques to design and improve methods and processes,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Design,Apply analytical techniques to design and improve methods and processes,,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Design,Apply analytical techniques to design and improve methods and processes,,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Design,Apply analytical techniques to design and improve methods and processes,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Design,Apply analytical techniques to design and improve methods and processes,,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Design,Apply analytical techniques to design and improve methods and processes,,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Design,Apply analytical techniques to design and improve methods and processes,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Design,Apply analytical techniques to design and improve methods and processes,,0.16,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Design,Apply analytical techniques to design and improve methods and processes,,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Design,Apply analytical techniques to design and improve methods and processes,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
